ID_0,COUNTRY,NAME_1,NL_NAME_1,ID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,WKT
"VNM","Vietnam","Hà Nội",,"VNM.27.5_1","Cầu Giấy","Cau Giay",,"Quận","Urban District",,"VN.TH.HT","POLYGON ((105.81208801300005 21.00720214800009, 105.81054687400018 21.00696945200019, 105.80863189700005 21.00806617799998, 105.80725097700002 21.00709724500001, 105.8046569830002 21.008544923000102, 105.79882049500009 21.004068375000088, 105.79299163900009 21.001121520000027, 105.79247283900014 21.000740052000083, 105.7913818360002 21.00235939000015, 105.7926712040001 21.003217698000128, 105.78942108100006 21.00717544600019, 105.7915649420001 21.008749008000166, 105.79022216900006 21.010400772000082, 105.79126739500003 21.011138917000153, 105.78744506900017 21.01587486400001, 105.786056519 21.017580033000172, 105.78504943900003 21.01753807200015, 105.78333282400018 21.020383835000132, 105.78404998700012 21.022760391000133, 105.78408050600007 21.026060104000067, 105.78388214200015 21.02922058200005, 105.7817230230001 21.029033661000142, 105.78185272200011 21.031255722000083, 105.77974700800013 21.031574249000016, 105.77545165900011 21.031639100000177, 105.77544403100018 21.032716751000066, 105.77372741600016 21.032773970999983, 105.77391815200014 21.033657074000132, 105.7728271490002 21.03461456400015, 105.76866149900013 21.03595924500013, 105.76872253400012 21.036708832000045, 105.7679748540001 21.036972045000084, 105.76770019600008 21.039724351000075, 105.76875305300007 21.042451859000153, 105.77149963400007 21.045349122000175, 105.77395629900019 21.04789161700012, 105.78153228700012 21.049570083000106, 105.78113555800007 21.044075013000167, 105.78637695400016 21.04430198600005, 105.78639221200018 21.046131134000007, 105.7903213510001 21.046144485000127, 105.7901611330002 21.04731559700008, 105.78808593700006 21.046583175000023, 105.7885208140001 21.04721069400017, 105.78674316400009 21.04943275400018, 105.78694915800008 21.0512409210001, 105.78928375200013 21.051897049000047, 105.78993988100018 21.04922866900006, 105.79148101800007 21.04904365600015, 105.79152679500004 21.047903062000103, 105.7900466910001 21.04819297800009, 105.79069519100011 21.047706605000087, 105.7907562260001 21.046157838000113, 105.79462432800005 21.046194077000166, 105.79499816800012 21.048660278000057, 105.794151306 21.049837113000137, 105.79490661600016 21.050317765000102, 105.79824829000006 21.047668456000054, 105.79994201700015 21.049526216000118, 105.80184936600011 21.049522400000114, 105.80317688100013 21.0514717100001, 105.80545806800012 21.053007126000182, 105.80623626700009 21.054220200000145, 105.80551147500017 21.055200576999994, 105.80596160900012 21.05565452500008, 105.80654907200017 21.05607414300016, 105.80821990999999 21.055536270000175, 105.80818176300016 21.058704376000094, 105.8088684080002 21.058895112000073, 105.8091278070001 21.05240249600007, 105.80609893800005 21.04764175500003, 105.80598449700005 21.043495178000057, 105.80711364800015 21.04010772700019, 105.8061752320001 21.04007530300015, 105.80643463100017 21.037683488000084, 105.80577087500012 21.035964965000062, 105.80135345500003 21.03023338400004, 105.80036926200006 21.029127122000148, 105.79817199700005 21.0265445710001, 105.79763793900008 21.024497986000142, 105.80031585700016 21.021759034000183, 105.80303955 21.017160415999967, 105.80473327599998 21.01524543700009, 105.81349182200012 21.00881958100007, 105.81208801300005 21.00720214800009))"
