Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,64.28583333333333
1039,21.00764015,105.80453388,76.5625
1041,20.99603,105.84455,85.29833333333333
1044,21.0822951059501,105.773392865282,76.87333333333333
1046,21.03793057,105.78543088,57.571666666666665
1047,21.03281213,105.81257742,69.33666666666666
1051,20.9313357,105.79145879,86.7475
1081,21.0181984,105.7952921,91.76666666666664
1086,21.031291,105.818691,3.05815
1089,21.037454,105.784927,3.597
1090,21.14768475,105.9158227,99.72916666666669
