Kit ID,Latitude,Longtitude,AQI 24h
1041,20.99603,105.84455,80.33666666666666
1044,21.0822951059501,105.773392865282,72.7425
1045,21.02431735,105.82139752,73.795
1051,20.9313357,105.79145879,86.08916666666666
1081,21.0181984,105.7952921,84.84916666666668
1084,21.0323170270326,105.7487245065,2.8873
1086,21.031291,105.818691,2.9454
1088,21.000939,105.931785,80.335
1089,21.037454,105.784927,3.3343000000000003
1090,21.14768475,105.9158227,90.07333333333334
1091,21.1315376994108,105.778015368578,99.58
