Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,46.27583333333333
1039,21.00764015,105.80453388,52.67083333333334
1041,20.99603,105.84455,53.32833333333334
1044,21.0822951059501,105.773392865282,57.35166666666667
1046,21.03793057,105.78543088,40.93083333333333
1081,21.0181984,105.7952921,67.97583333333334
1084,21.0323170270326,105.7487245065,59.1225
1086,21.031291,105.818691,2.8986
1088,21.000939,105.931785,3.86695
1089,21.037454,105.784927,3.3346
1091,21.1315376994108,105.778015368578,69.0125
