Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,156.3282738095238
1041,20.99603,105.84455,179.4467261904762
1044,21.0822951059501,105.773392865282,180.8544642857143
1045,21.02431735,105.82139752,167.16071428571428
1046,21.03793057,105.78543088,143.26944444444445
1051,20.9313357,105.79145879,193.9011904761905
1081,21.0181984,105.7952921,183.58511904761903
1084,21.0323170270326,105.7487245065,182.87857142857143
1086,21.031291,105.818691,3.0357
1090,21.14768475,105.9158227,201.72458333333333
