Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,83.22749999999999
1041,20.99603,105.84455,95.99916666666668
1044,21.0822951059501,105.773392865282,102.65069444444444
1045,21.02431735,105.82139752,90.13083333333331
1051,20.9313357,105.79145879,94.6225
1081,21.0181984,105.7952921,103.84166666666668
1084,21.0323170270326,105.7487245065,102.15208333333334
1086,21.031291,105.818691,3.00855
1088,21.000939,105.931785,105.3861111111111
1089,21.037454,105.784927,3.3554500000000003
1090,21.14768475,105.9158227,102.35
