Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,30.54583333333333
1039,21.00764015,105.80453388,28.1575
1041,20.99603,105.84455,38.8625
1044,21.0822951059501,105.773392865282,36.35666666666667
1046,21.03793057,105.78543088,27.50916666666667
1081,21.0181984,105.7952921,38.7825
1084,21.0323170270326,105.7487245065,32.8025
1086,21.031291,105.818691,2.94045
1089,21.037454,105.784927,3.3803
1090,21.14768475,105.9158227,40.53083333333333
1091,21.1315376994108,105.778015368578,46.85583333333333
