Kit ID,Latitude,Longtitude,AQI 24h
1041,20.99603,105.84455,72.73916666666666
1044,21.0822951059501,105.773392865282,77.18416666666667
1045,21.02431735,105.82139752,65.17583333333333
1046,21.03793057,105.78543088,41.321666666666665
1047,21.03281213,105.81257742,66.04916666666666
1051,20.9313357,105.79145879,84.33416666666668
1084,21.0323170270326,105.7487245065,69.84166666666667
1086,21.031291,105.818691,2.8507
1089,21.037454,105.784927,3.22745
1090,21.14768475,105.9158227,87.62166666666667
1091,21.1315376994108,105.778015368578,90.81083333333332
