Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,59.18333333333333
1041,20.99603,105.84455,74.95333333333333
1044,21.0822951059501,105.773392865282,77.53166666666665
1045,21.02431735,105.82139752,2.66515
1046,21.03793057,105.78543088,55.53666666666667
1051,20.9313357,105.79145879,79.85416666666667
1081,21.0181984,105.7952921,84.79416666666667
1084,21.0323170270326,105.7487245065,75.69916666666667
1086,21.031291,105.818691,2.78725
1088,21.000939,105.931785,3.59445
1090,21.14768475,105.9158227,74.47999999999999
