Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,332.77663333333334
1041,20.99603,105.84455,75.75583333333333
1044,21.0822951059501,105.773392865282,83.24583333333332
1045,21.02431735,105.82139752,71.17333333333333
1046,21.03793057,105.78543088,52.407500000000006
1051,20.9313357,105.79145879,101.6861111111111
1081,21.0181984,105.7952921,91.04833333333332
1086,21.031291,105.818691,2.9610000000000003
1088,21.000939,105.931785,114.53819444444444
1090,21.14768475,105.9158227,106.01111111111112
