Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,54.48500000000001
1039,21.00764015,105.80453388,62.96916666666666
1041,20.99603,105.84455,71.36
1044,21.0822951059501,105.773392865282,66.18083333333333
1045,21.02431735,105.82139752,66.81166666666667
1046,21.03793057,105.78543088,44.47166666666667
1051,20.9313357,105.79145879,79.29083333333334
1081,21.0181984,105.7952921,75.41166666666668
1084,21.0323170270326,105.7487245065,2.9359500000000005
1086,21.031291,105.818691,2.98135
1088,21.000939,105.931785,77.20416666666667
1089,21.037454,105.784927,3.41665
1090,21.14768475,105.9158227,81.68
1091,21.1315376994108,105.778015368578,93.50666666666666
