Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,48.38833333333334
1039,21.00764015,105.80453388,66.55583333333334
1041,20.99603,105.84455,66.97000000000001
1044,21.0822951059501,105.773392865282,62.06833333333333
1045,21.02431735,105.82139752,62.22666666666667
1046,21.03793057,105.78543088,44.2325
1047,21.03281213,105.81257742,62.61333333333332
1051,20.9313357,105.79145879,82.415
1081,21.0181984,105.7952921,75.59166666666667
1084,21.0323170270326,105.7487245065,2.93725
1086,21.031291,105.818691,3.03525
1088,21.000939,105.931785,73.94333333333334
1089,21.037454,105.784927,3.5389
1090,21.14768475,105.9158227,85.6375
1091,21.1315376994108,105.778015368578,91.34416666666668
