Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,95.22083333333336
1039,21.00764015,105.80453388,116.2513888888889
1041,20.99603,105.84455,120.65902777777777
1044,21.0822951059501,105.773392865282,118.27569444444444
1045,21.02431735,105.82139752,111.63263888888888
1046,21.03793057,105.78543088,83.95666666666666
1051,20.9313357,105.79145879,115.90555555555557
1081,21.0181984,105.7952921,137.975
1084,21.0323170270326,105.7487245065,2.9964
1086,21.031291,105.818691,3.1045
1088,21.000939,105.931785,4.11645
1089,21.037454,105.784927,3.59505
1090,21.14768475,105.9158227,144.9909722222222
1091,21.1315376994108,105.778015368578,147.47569444444446
