Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,82.88499999999999
1041,20.99603,105.84455,96.77166666666666
1044,21.0822951059501,105.773392865282,119.97013888888888
1045,21.02431735,105.82139752,2.62115
1046,21.03793057,105.78543088,71.17416666666666
1051,20.9313357,105.79145879,117.42777777777776
1081,21.0181984,105.7952921,112.9965277777778
1084,21.0323170270326,105.7487245065,119.48402777777778
1086,21.031291,105.818691,2.812
1088,21.000939,105.931785,3.6449
1090,21.14768475,105.9158227,107.83055555555556
