Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,39.115
1039,21.00764015,105.80453388,40.72666666666667
1041,20.99603,105.84455,45.28916666666667
1044,21.0822951059501,105.773392865282,46.15166666666666
1046,21.03793057,105.78543088,33.65833333333333
1081,21.0181984,105.7952921,51.38166666666667
1084,21.0323170270326,105.7487245065,48.583333333333336
1086,21.031291,105.818691,2.94245
1088,21.000939,105.931785,3.9264
1089,21.037454,105.784927,3.3632
1090,21.14768475,105.9158227,56.54666666666666
1091,21.1315376994108,105.778015368578,65.34333333333333
