Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,23.52416666666667
1039,21.00764015,105.80453388,26.604166666666668
1041,20.99603,105.84455,27.15833333333333
1044,21.0822951059501,105.773392865282,27.46083333333333
1046,21.03793057,105.78543088,19.291666666666668
1081,21.0181984,105.7952921,30.67833333333333
1084,21.0323170270326,105.7487245065,25.92
1086,21.031291,105.818691,2.8962
1088,21.000939,105.931785,41.74
1089,21.037454,105.784927,3.3168
1090,21.14768475,105.9158227,45.509166666666665
