Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,100.79652777777778
1039,21.00764015,105.80453388,95.39666666666666
1041,20.99603,105.84455,118.76319444444444
1044,21.0822951059501,105.773392865282,107.16319444444446
1045,21.02431735,105.82139752,100.21666666666664
1046,21.03793057,105.78543088,80.125
1051,20.9313357,105.79145879,111.46597222222223
1081,21.0181984,105.7952921,106.6625
1084,21.0323170270326,105.7487245065,3.0273000000000003
1086,21.031291,105.818691,3.02855
1088,21.000939,105.931785,111.68055555555556
1089,21.037454,105.784927,3.5858
1090,21.14768475,105.9158227,106.59861111111113
