Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,58.60416666666666
1039,21.00764015,105.80453388,73.5525
1041,20.99603,105.84455,80.84166666666667
1044,21.0822951059501,105.773392865282,71.58583333333333
1046,21.03793057,105.78543088,51.2875
1051,20.9313357,105.79145879,89.415
1081,21.0181984,105.7952921,84.32249999999999
1086,21.031291,105.818691,2.9792
1088,21.000939,105.931785,4.05225
1089,21.037454,105.784927,3.41695
1090,21.14768475,105.9158227,93.16833333333334
1091,21.1315376994108,105.778015368578,96.75
