Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,119.2826388888889
1041,20.99603,105.84455,152.8607142857143
1044,21.0822951059501,105.773392865282,144.79861111111111
1045,21.02431735,105.82139752,136.42083333333335
1046,21.03793057,105.78543088,107.42083333333336
1047,21.03281213,105.81257742,3.6828
1051,20.9313357,105.79145879,157.19315476190476
1081,21.0181984,105.7952921,151.6282738095238
1084,21.0323170270326,105.7487245065,157.73839285714286
1086,21.031291,105.818691,2.97525
1090,21.14768475,105.9158227,159.29494047619048
