Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,92.85333333333335
1041,20.99603,105.84455,106.80486111111112
1044,21.0822951059501,105.773392865282,110.09305555555557
1045,21.02431735,105.82139752,101.75763888888888
1051,20.9313357,105.79145879,127.53958333333333
1081,21.0181984,105.7952921,120.47361111111113
1084,21.0323170270326,105.7487245065,117.76597222222222
1086,21.031291,105.818691,2.88765
1088,21.000939,105.931785,133.0263888888889
1089,21.037454,105.784927,3.2308
1090,21.14768475,105.9158227,119.89097222222222
