Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,179.83035714285714
1041,20.99603,105.84455,189.77261904761903
1044,21.0822951059501,105.773392865282,216.23041666666663
1045,21.02431735,105.82139752,190.94375
1046,21.03793057,105.78543088,160.75416666666666
1081,21.0181984,105.7952921,212.24916666666667
1086,21.031291,105.818691,3.16135
1088,21.000939,105.931785,247.45583333333332
1090,21.14768475,105.9158227,243.14708333333337
1091,21.1315376994108,105.778015368578,251.39583333333331
