Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,35.416666666666664
1039,21.00764015,105.80453388,39.70333333333333
1041,20.99603,105.84455,42.958333333333336
1044,21.0822951059501,105.773392865282,42.36333333333334
1046,21.03793057,105.78543088,29.84
1081,21.0181984,105.7952921,49.83833333333333
1084,21.0323170270326,105.7487245065,39.32
1086,21.031291,105.818691,2.92165
1088,21.000939,105.931785,3.87105
1089,21.037454,105.784927,3.3512
1091,21.1315376994108,105.778015368578,55.88583333333333
