Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,73.7475
1041,20.99603,105.84455,103.47916666666666
1044,21.0822951059501,105.773392865282,104.33125
1045,21.02431735,105.82139752,82.83999999999999
1046,21.03793057,105.78543088,66.56333333333333
1051,20.9313357,105.79145879,107.16458333333334
1081,21.0181984,105.7952921,103.89652777777778
1084,21.0323170270326,105.7487245065,2.9101
1086,21.031291,105.818691,2.95855
1088,21.000939,105.931785,3.9452
1090,21.14768475,105.9158227,101.40763888888888
