Kit ID,Latitude,Longtitude,AQI 24h
1037,21.05226,105.8117,65.36999999999999
1039,21.00764015,105.80453388,77.6775
1041,20.99603,105.84455,85.47333333333334
1044,21.0822951059501,105.773392865282,74.7225
1045,21.02431735,105.82139752,79.10583333333334
1046,21.03793057,105.78543088,53.8225
1051,20.9313357,105.79145879,91.86666666666667
1081,21.0181984,105.7952921,93.7975
1084,21.0323170270326,105.7487245065,2.9122000000000003
1086,21.031291,105.818691,2.978
1088,21.000939,105.931785,4.0209
1089,21.037454,105.784927,3.39905
1090,21.14768475,105.9158227,2.8781
