,yymmdd,time,time zone,AQI 24h
0,2021-01-01,07:00:00,07:00,168.92619047619047
1,2021-01-02,07:00:00,07:00,229.79208333333335
2,2021-01-03,07:00:00,07:00,207.05666666666667
3,2021-01-04,07:00:00,07:00,203.24458333333334
4,2021-01-05,07:00:00,07:00,
5,2021-01-06,07:00:00,07:00,
6,2021-01-07,07:00:00,07:00,
7,2021-01-08,07:00:00,07:00,39.50166666666667
8,2021-01-09,07:00:00,07:00,74.47999999999999
9,2021-01-10,07:00:00,07:00,107.83055555555555
10,2021-01-11,07:00:00,07:00,117.94791666666667
11,2021-01-12,07:00:00,07:00,153.4113095238095
12,2021-01-13,07:00:00,07:00,189.24047619047622
13,2021-01-14,07:00:00,07:00,201.71375
14,2021-01-15,07:00:00,07:00,243.14708333333337
15,2021-01-16,07:00:00,07:00,230.16791666666668
16,2021-01-17,07:00:00,07:00,168.7797619047619
17,2021-01-18,07:00:00,07:00,151.0889880952381
18,2021-01-19,07:00:00,07:00,180.4892857142857
19,2021-01-20,07:00:00,07:00,236.09333333333333
20,2021-01-21,07:00:00,07:00,251.08124999999998
21,2021-01-22,07:00:00,07:00,212.77166666666668
22,2021-01-23,07:00:00,07:00,221.8379166666667
23,2021-01-24,07:00:00,07:00,192.65029761904762
24,2021-01-25,07:00:00,07:00,158.44642857142858
25,2021-01-26,07:00:00,07:00,151.29910714285714
26,2021-01-27,07:00:00,07:00,106.01111111111112
27,2021-01-28,07:00:00,07:00,101.40763888888888
28,2021-01-29,07:00:00,07:00,159.29494047619048
29,2021-01-30,07:00:00,07:00,201.72458333333333
30,2021-01-31,07:00:00,07:00,181.9857142857143
31,2021-02-01,07:00:00,07:00,153.8592261904762
32,2021-02-02,07:00:00,07:00,151.8136904761905
33,2021-02-03,07:00:00,07:00,130.06944444444446
34,2021-02-04,07:00:00,07:00,161.89434523809524
35,2021-02-05,07:00:00,07:00,158.3827380952381
36,2021-02-06,07:00:00,07:00,149.96944444444443
37,2021-02-07,07:00:00,07:00,162.69940476190476
38,2021-02-08,07:00:00,07:00,139.66875
39,2021-02-09,07:00:00,07:00,48.365833333333335
40,2021-02-10,07:00:00,07:00,134.20625
41,2021-02-11,07:00:00,07:00,2.88145
42,2021-02-12,07:00:00,07:00,104.81736111111113
43,2021-02-13,07:00:00,07:00,87.62166666666667
44,2021-02-14,07:00:00,07:00,96.30583333333334
45,2021-02-15,07:00:00,07:00,113.36111111111111
46,2021-02-16,07:00:00,07:00,123.9125
47,2021-02-17,07:00:00,07:00,84.8725
48,2021-02-18,07:00:00,07:00,137.19583333333333
49,2021-02-19,07:00:00,07:00,165.6910714285714
50,2021-02-20,07:00:00,07:00,156.3797619047619
51,2021-02-21,07:00:00,07:00,119.89097222222222
52,2021-02-22,07:00:00,07:00,102.35000000000001
53,2021-02-23,07:00:00,07:00,117.91875
54,2021-02-24,07:00:00,07:00,90.07333333333334
55,2021-02-25,07:00:00,07:00,81.29333333333334
56,2021-02-26,07:00:00,07:00,81.80666666666667
57,2021-02-27,07:00:00,07:00,97.90749999999998
58,2021-02-28,07:00:00,07:00,101.31666666666666
59,2021-03-01,07:00:00,07:00,96.13083333333334
60,2021-03-02,07:00:00,07:00,77.72000000000001
61,2021-03-03,07:00:00,07:00,123.16527777777777
62,2021-03-04,07:00:00,07:00,109.80416666666667
63,2021-03-05,07:00:00,07:00,108.02430555555556
64,2021-03-06,07:00:00,07:00,106.59861111111111
65,2021-03-07,07:00:00,07:00,117.65694444444445
66,2021-03-08,07:00:00,07:00,144.9909722222222
67,2021-03-09,07:00:00,07:00,85.6375
68,2021-03-10,07:00:00,07:00,76.31416666666667
69,2021-03-11,07:00:00,07:00,81.68
70,2021-03-12,07:00:00,07:00,2.8781
71,2021-03-13,07:00:00,07:00,123.68055555555554
72,2021-03-14,07:00:00,07:00,133.54166666666669
73,2021-03-15,07:00:00,07:00,93.16833333333334
74,2021-03-16,07:00:00,07:00,94.73833333333334
75,2021-03-17,07:00:00,07:00,97.21833333333332
76,2021-03-18,07:00:00,07:00,99.72916666666667
77,2021-03-19,07:00:00,07:00,2.89305
78,2021-03-20,07:00:00,07:00,68.4825
79,2021-03-21,07:00:00,07:00,52.9475
80,2021-03-22,07:00:00,07:00,49.26166666666666
81,2021-03-23,07:00:00,07:00,93.07416666666666
82,2021-03-24,07:00:00,07:00,158.48244047619048
83,2021-03-25,07:00:00,07:00,179.76011904761904
84,2021-03-26,07:00:00,07:00,124.60208333333334
85,2021-03-27,07:00:00,07:00,81.76583333333333
86,2021-03-28,07:00:00,07:00,76.9875
87,2021-03-29,07:00:00,07:00,
88,2021-03-30,07:00:00,07:00,113.625
89,2021-03-31,07:00:00,07:00,113.6673611111111
90,2021-04-01,07:00:00,07:00,
91,2021-04-02,07:00:00,07:00,
92,2021-04-03,07:00:00,07:00,
93,2021-04-04,07:00:00,07:00,
94,2021-04-05,07:00:00,07:00,
95,2021-04-06,07:00:00,07:00,
96,2021-04-07,07:00:00,07:00,
97,2021-04-08,07:00:00,07:00,78.21583333333334
98,2021-04-09,07:00:00,07:00,70.06083333333333
99,2021-04-10,07:00:00,07:00,78.8775
100,2021-04-11,07:00:00,07:00,
101,2021-04-12,07:00:00,07:00,
102,2021-04-13,07:00:00,07:00,53.57583333333334
103,2021-04-14,07:00:00,07:00,49.515833333333326
104,2021-04-15,07:00:00,07:00,51.3125
105,2021-04-16,07:00:00,07:00,45.88416666666666
106,2021-04-17,07:00:00,07:00,39.928333333333335
107,2021-04-18,07:00:00,07:00,60.71
108,2021-04-19,07:00:00,07:00,71.42
109,2021-04-20,07:00:00,07:00,47.18166666666667
110,2021-04-21,07:00:00,07:00,45.00583333333333
111,2021-04-22,07:00:00,07:00,2.8856
112,2021-04-23,07:00:00,07:00,45.850833333333334
113,2021-04-24,07:00:00,07:00,
114,2021-04-25,07:00:00,07:00,
115,2021-04-26,07:00:00,07:00,
116,2021-04-27,07:00:00,07:00,
117,2021-04-28,07:00:00,07:00,
118,2021-04-29,07:00:00,07:00,
119,2021-04-30,07:00:00,07:00,
120,2021-05-01,07:00:00,07:00,
121,2021-05-02,07:00:00,07:00,
122,2021-05-03,07:00:00,07:00,
123,2021-05-04,07:00:00,07:00,
124,2021-05-05,07:00:00,07:00,
125,2021-05-06,07:00:00,07:00,
126,2021-05-07,07:00:00,07:00,
127,2021-05-08,07:00:00,07:00,
128,2021-05-09,07:00:00,07:00,
129,2021-05-10,07:00:00,07:00,
