,PM1.0,PM2.5,PM10,Temperature,Humidity,CO
2021-05-28 04:00:00+07:00,14.52,13.09,21.94,24.82,81.9,481.33
2021-05-28 05:00:00+07:00,23.45,23.16,39.81,24.82,81.91,531.96
2021-05-28 06:00:00+07:00,29.89,30.61,53.9,24.7,82.46,572.43
2021-05-28 07:00:00+07:00,21.2,21.36,36.52,24.82,81.9,526.02
2021-05-28 08:00:00+07:00,17.98,16.33,27.69,24.86,81.72,493.13
2021-05-28 09:00:00+07:00,11.27,9,13.91,25.83,81.37,461.39
2021-05-28 10:00:00+07:00,11.2,8.5,13.4,25.95,81.19,449.05
2021-05-28 11:00:00+07:00,12.76,10.62,17.45,26.37,82.08,466.57
2021-05-28 12:00:00+07:00,13.44,10.94,17.86,26.7,81.89,467.06
2021-05-28 13:00:00+07:00,8.48,5.98,10.48,27.19,82.15,437.53
2021-05-28 14:00:00+07:00,9.32,6.74,11.11,27.85,81.38,442.58
2021-05-28 15:00:00+07:00,12.92,10.25,16.85,27.78,81.56,456.83
2021-05-28 16:00:00+07:00,16.95,14.74,23.82,26.95,81.39,459.95
2021-05-28 17:00:00+07:00,16.65,14.49,24.36,26.7,81.9,484.4
2021-05-28 18:00:00+07:00,18.66,16.81,28.65,26.52,82.45,495.45
2021-05-28 19:00:00+07:00,32.1,31.71,54.35,25.85,81.73,579.46
2021-05-28 20:00:00+07:00,23.81,22.72,38.39,25.8,81.75,531.44
2021-05-28 21:00:00+07:00,22.71,21.34,35.76,25.79,81.77,514.09
2021-05-28 22:00:00+07:00,21.48,20.49,34.54,25.9,81.37,515.56
2021-05-28 23:00:00+07:00,23.76,23.05,39.08,25.01,81.54,529.11
2021-05-29 00:00:00+07:00,27.3,28.25,48.91,24.89,81.56,545.64
2021-05-29 01:00:00+07:00,23.72,25.1,43,24.71,82.45,525.55
2021-05-29 02:00:00+07:00,20.28,20.95,34.72,24.89,81.55,503.95
2021-05-29 03:00:00+07:00,18.94,18.41,31.82,24.82,81.89,516.06
2021-05-29 04:00:00+07:00,20.55,19.27,32.52,24.96,81.18,512.16
2021-05-29 05:00:00+07:00,17.88,16.55,27.67,24.82,81.91,502.78
2021-05-29 06:00:00+07:00,20.43,20.13,33.93,24.75,82.25,517.1
2021-05-29 07:00:00+07:00,21.09,20.02,34.17,24.78,82.08,504.1
2021-05-29 08:00:00+07:00,22.9,22.24,38.45,25.57,81.36,509.93
2021-05-29 09:00:00+07:00,21.45,20.58,34.64,25.76,81.9,516.43
2021-05-29 10:00:00+07:00,23.19,22.48,37.52,26.67,81.45,533.34
2021-05-29 11:00:00+07:00,19.51,17.31,29.69,26.82,81.54,502.87
2021-05-29 12:00:00+07:00,19.34,17.11,28.6,27.18,81.37,497.57
2021-05-29 13:00:00+07:00,18.65,16.06,26.65,27.86,81.36,501.76
2021-05-29 14:00:00+07:00,18.06,15.1,25,27.85,81.37,490.46
2021-05-29 15:00:00+07:00,15.88,12.97,21.79,27.63,81.91,484.05
2021-05-29 16:00:00+07:00,19.86,16.92,27.79,27.8,81.54,494.36
2021-05-29 17:00:00+07:00,41.62,43.98,77.33,27.63,81.91,729.73
2021-05-29 18:00:00+07:00,38.59,37.71,64.82,27.57,81.36,622.8
2021-05-29 19:00:00+07:00,41.41,40.48,69.51,26.82,81.55,612.96
2021-05-29 20:00:00+07:00,49.1,50.67,88.96,26.64,82.08,707.1
2021-05-29 21:00:00+07:00,51.19,54.56,95.71,26.44,81.57,713.97
2021-05-29 22:00:00+07:00,37.76,39.29,67.78,25.86,81.54,606.76
2021-05-29 23:00:00+07:00,22.9,22.03,37.15,25.9,81.36,517.42
2021-05-30 00:00:00+07:00,16.42,14.45,23.85,25.9,81.36,493.14
2021-05-30 01:00:00+07:00,13.73,11.76,19.55,25.95,81.18,470.71
2021-05-30 02:00:00+07:00,12.88,10.64,17.61,26,81,474.56
2021-05-30 03:00:00+07:00,13.53,11.47,19.65,25.13,81.71,476.27
2021-05-30 04:00:00+07:00,13.69,11.88,19.31,24.85,81.73,473.12
2021-05-30 05:00:00+07:00,15.55,13.49,22.88,24.86,81.72,491.13
2021-05-30 06:00:00+07:00,18.22,16.78,28.32,24.94,81.54,497.46
2021-05-30 07:00:00+07:00,21.31,19.52,32.46,25.83,81.55,506.51
2021-05-30 08:00:00+07:00,25.35,24.06,40.35,25.81,81.71,546.15
2021-05-30 09:00:00+07:00,26.13,24.15,41.82,26.39,81.73,529.29
2021-05-30 10:00:00+07:00,24.15,22.07,37.21,27,81.54,531.89
2021-05-30 11:00:00+07:00,25.37,22.79,38.06,27.64,81.89,527
2021-05-30 12:00:00+07:00,24.68,21.92,35.85,28.59,81.73,517.39
2021-05-30 13:00:00+07:00,17.81,14.94,24.81,29.67,81.54,489.88
2021-05-30 14:00:00+07:00,13.09,10.7,17.02,30.26,82.3,460.79
2021-05-30 15:00:00+07:00,6.54,5.19,10.29,30.57,81.72,441.8
2021-05-30 16:00:00+07:00,7.7,7.18,13,29.61,82.45,444.81
2021-05-30 17:00:00+07:00,12.52,10.32,16.55,30,81,467.9
2021-05-30 18:00:00+07:00,27.46,25.78,43.4,28.85,82.07,551.89
2021-05-30 19:00:00+07:00,82.89,85.68,149.78,28.17,82.65,974.09
2021-05-30 20:00:00+07:00,89.55,94.39,164.76,27.78,81.55,1075.57
2021-05-30 21:00:00+07:00,90.43,95.36,166.98,27.68,81.74,1045.3
2021-05-30 22:00:00+07:00,76.29,80.93,142.64,26.65,82.11,868.15
2021-05-30 23:00:00+07:00,59.15,62.34,109.91,26.64,82.07,794.82
2021-05-31 00:00:00+07:00,48.7,50.61,87.56,26.7,81.91,674.51
2021-05-31 01:00:00+07:00,37.45,38.28,67.03,26.76,81.72,625.16
2021-05-31 02:00:00+07:00,25.81,24.54,42.36,26.65,81.89,539.44
2021-05-31 03:00:00+07:00,18.14,16.06,26.68,25.66,82.28,492.7
2021-05-31 04:00:00+07:00,20,19.25,33.75,25.9,81.36,516.23
2021-05-31 05:00:00+07:00,21.88,20.67,36.15,25.86,81.54,519.98
2021-05-31 06:00:00+07:00,18.97,17.35,27.84,25.85,81.55,502.48
2021-05-31 07:00:00+07:00,21.4,18.91,32.16,25.95,81.18,513.65
2021-05-31 08:00:00+07:00,25.23,23.74,39.1,26.29,81.36,526.05
2021-05-31 09:00:00+07:00,20.93,18.7,31.78,27.1,81.54,515.55
2021-05-31 10:00:00+07:00,19.39,16.63,27.75,28.22,81.72,484.33
2021-05-31 11:00:00+07:00,14.12,11.02,18.11,28.74,82.46,465.48
2021-05-31 12:00:00+07:00,9.11,6.43,10.93,29.9,81.37,447.85
2021-05-31 13:00:00+07:00,13,9.88,17.6,30.89,81.72,442.41
2021-05-31 14:00:00+07:00,5,5.12,10.12,32.15,81.32,435.24
2021-05-31 15:00:00+07:00,4.43,5.09,9.86,31.53,81.36,425.36
2021-05-31 16:00:00+07:00,3.66,4.95,9.89,30.45,81.91,424.41
2021-05-31 17:00:00+07:00,5.97,5,9.83,30.32,82.07,439.95
2021-05-31 18:00:00+07:00,7.1,5.34,10.19,29.52,81.89,442.8
2021-05-31 19:00:00+07:00,38.75,37,62.95,29.1,81.91,611.51
2021-05-31 20:00:00+07:00,74.78,76.9,133.66,28.75,81.54,909.51
2021-05-31 21:00:00+07:00,85.02,88.79,154.44,28.4,81.37,979.32
2021-05-31 22:00:00+07:00,78,81.23,142,28,81,906.65
2021-05-31 23:00:00+07:00,53.88,55.64,96.91,27.85,81.37,750.93
2021-06-01 00:00:00+07:00,29.72,28.22,47.72,26.98,81.71,557.54
2021-06-01 01:00:00+07:00,21.72,20.03,33.68,26.63,82.1,511.24
2021-06-01 02:00:00+07:00,18.06,15.75,25.38,26.76,81.71,495.93
2021-06-01 03:00:00+07:00,19.45,17.45,29.09,26.64,82.08,501.11
2021-06-01 04:00:00+07:00,19.52,17.79,29.31,26.88,81.37,498.99
2021-06-01 05:00:00+07:00,97.54,213.29,483.33,26.7,81.89,1001293787.56
2021-06-01 06:00:00+07:00,76.71,116.83,234.44,26.76,81.72,47309.29
2021-06-01 07:00:00+07:00,30.1,28.57,48.42,26.82,81.54,572.13
2021-06-01 08:00:00+07:00,18.44,15.88,25.75,27.07,81.89,492.07
2021-06-01 09:00:00+07:00,9.69,6.62,10.71,28.18,81.55,441.62
2021-06-01 10:00:00+07:00,9.42,6.83,10.69,28.78,81.9,452.52
2021-06-01 11:00:00+07:00,7.79,5.51,9.97,29.9,81.36,441.65
2021-06-01 12:00:00+07:00,5.22,4.85,10.02,30.56,81.74,429.42
2021-06-01 13:00:00+07:00,3.9,5.1,10.07,31.5,81.19,424.94
2021-06-01 14:00:00+07:00,5.18,5.02,10.2,32.87,80.78,437.59
2021-06-01 15:00:00+07:00,5.2,4.98,10.03,31.41,81.9,427.33
2021-06-01 16:00:00+07:00,6.3,5.05,10.07,31.49,81.55,439.01
2021-06-01 17:00:00+07:00,6.16,4.96,10.08,30.67,81.55,429.74
2021-06-01 18:00:00+07:00,8.98,6.6,11.3,30.48,81.36,444.82
2021-06-01 19:00:00+07:00,25.23,22.94,38.52,29.42,82.08,524.67
2021-06-01 20:00:00+07:00,76.24,79.12,137.76,29.67,81.37,939.2
2021-06-01 21:00:00+07:00,81.03,85.06,148.63,28.83,81.37,967.15
2021-06-01 22:00:00+07:00,67.12,69.36,120.52,28.58,81.9,847.06
2021-06-01 23:00:00+07:00,38.2,37.51,64.77,28.18,81.55,608.74
2021-06-02 00:00:00+07:00,21.44,19.75,34.28,27.63,81.93,510.73
2021-06-02 01:00:00+07:00,18.11,15.67,25.65,27.64,81.9,490.06
2021-06-02 02:00:00+07:00,15.13,12.19,20.1,27.09,82.1,477.33
2021-06-02 03:00:00+07:00,12.76,10,16.51,26.82,81.54,466.54
2021-06-02 04:00:00+07:00,12.74,9.48,15.31,26.57,82.28,458.96
2021-06-02 05:00:00+07:00,13.35,10.29,17.29,26.7,81.89,477.01
2021-06-02 06:00:00+07:00,14.97,12.41,20.56,26.63,82.1,473.07
2021-06-02 07:00:00+07:00,18.88,16.52,27.27,26.58,82.27,506.2
2021-06-02 08:00:00+07:00,30.75,30,51.39,27.15,81.91,558.93
2021-06-02 09:00:00+07:00,35.66,35.02,61.47,27.7,81.76,556.57
2021-06-02 10:00:00+07:00,26.8,24.5,40.8,28.36,81.56,489.53
2021-06-02 11:00:00+07:00,26.33,23.13,38.15,29.22,81.57,494.58
2021-06-02 12:00:00+07:00,18.69,15.65,25.75,29.85,81.38,473.34
2021-06-02 13:00:00+07:00,13.52,10.38,16.24,30.23,82.28,451.95
2021-06-02 14:00:00+07:00,10.76,7.86,12.73,30.45,81.91,441.9
2021-06-02 15:00:00+07:00,10.93,7.98,12.18,30.45,81.91,458.77
2021-06-02 16:00:00+07:00,12.22,9.33,14.92,30.26,82.13,444.29
2021-06-02 17:00:00+07:00,31.85,29.31,49.92,29.71,81.55,533.4
2021-06-02 18:00:00+07:00,80.64,86.64,151.36,28.96,81.72,932.17
2021-06-02 19:00:00+07:00,91.69,96.5,169.19,28.83,81.37,1086.53
2021-06-02 20:00:00+07:00,110.43,118.76,209.43,27.87,81.72,1319.93
2021-06-02 21:00:00+07:00,85.3,90.77,158.55,27.78,81.56,1032.11
2021-06-02 22:00:00+07:00,70.3,74.06,129.47,27.77,81.19,868.93
2021-06-02 23:00:00+07:00,48.03,48.03,83.33,26.57,82.28,685.24
2021-06-03 00:00:00+07:00,25.18,24.68,41.09,26.82,81.55,534.26
2021-06-03 01:00:00+07:00,21.3,18.99,32.19,26.82,81.54,516.3
2021-06-03 02:00:00+07:00,20.64,18.52,30.94,26.82,81.54,505.58
2021-06-03 03:00:00+07:00,19.48,16.88,28.45,26.7,81.91,504.09
2021-06-03 04:00:00+07:00,20.25,17.34,29.36,26.27,82.43,502.19
2021-06-03 05:00:00+07:00,21.87,19.47,32.47,25.68,82.2,514.21
2021-06-03 06:00:00+07:00,24.34,22.04,37.58,25.81,81.71,527.29
2021-06-03 07:00:00+07:00,28.45,26.51,44.46,26.53,82.11,554.73
2021-06-03 08:00:00+07:00,33.2,31.53,52.87,26.94,81.18,563.04
2021-06-03 09:00:00+07:00,36.76,34.71,59.18,27.69,81.72,551.05
2021-06-03 10:00:00+07:00,25.09,23.13,39.15,28.49,81.37,515.63
2021-06-03 11:00:00+07:00,18.95,16.27,27.98,28.99,82.48,469.59
2021-06-03 12:00:00+07:00,18.41,16.49,27.16,29.86,82.27,480.25
2021-06-03 13:00:00+07:00,18.11,15.33,25.22,30.93,81.56,458
2021-06-03 14:00:00+07:00,19,16.4,26.1,31.75,81.38,465.04
2021-06-03 15:00:00+07:00,15.63,13,21.5,31.28,82.08,451.57
2021-06-03 16:00:00+07:00,18,15.8,25.2,30.68,81.96,448.71
2021-06-03 17:00:00+07:00,16.91,14.07,23.51,30.45,81.91,461.57
2021-06-03 18:00:00+07:00,48.85,47.55,80.91,30.05,81.9,663.37
2021-06-03 19:00:00+07:00,146.07,153.6,270.07,29.5,81.94,1835.45
2021-06-03 20:00:00+07:00,192.16,212.7,380.58,28.39,82.31,3490.64
2021-06-03 21:00:00+07:00,120.74,130.3,231.84,28.54,81.61,1587.2
2021-06-03 22:00:00+07:00,105.78,112.69,202.45,27.85,81.37,1085.8
2021-06-03 23:00:00+07:00,62.7,64.52,113.3,27.71,81.72,796.4
2021-06-04 00:00:00+07:00,47.61,48.15,82.7,27.85,81.37,684.15
2021-06-04 01:00:00+07:00,40.21,40.97,70.36,27.02,81.72,630.6
2021-06-04 02:00:00+07:00,5.73,7.58,13.61,25.8,81.73,446.51
2021-06-04 03:00:00+07:00,1.25,5.03,9.72,24.55,81.36,416.27
2021-06-04 04:00:00+07:00,3.88,5.12,10.06,24.04,81.89,438.42
2021-06-04 05:00:00+07:00,6.56,5.03,10,24.01,81.73,438.72
2021-06-04 06:00:00+07:00,7.22,5.36,10.34,23.9,81.72,450.86
2021-06-04 07:00:00+07:00,8.03,5.72,10.17,23.93,81.56,443.95
2021-06-04 08:00:00+07:00,10,7,17,24,81,451.8
2021-06-04 09:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 10:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 11:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 12:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 13:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 14:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 15:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 16:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 17:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 18:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-04 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-06-05 07:00:00+07:00,27.2,29.8,51.6,23.67,83.5,595.5
2021-06-05 08:00:00+07:00,28.21,29.34,51.85,23.88,81.89,568.74
2021-06-05 09:00:00+07:00,33.08,35.27,62.3,23.9,81.72,601.69
2021-06-05 10:00:00+07:00,38.67,42.37,73.94,23.81,82.45,638.77
2021-06-05 11:00:00+07:00,35.3,35.17,60.27,24.55,82.45,595.55
2021-06-05 12:00:00+07:00,34.23,34.09,58.05,24.8,82.1,586.15
2021-06-05 13:00:00+07:00,26.4,24.13,40.73,25.86,81.54,529.05
2021-06-05 14:00:00+07:00,27.67,27.75,47.02,25.65,82.3,523.75
2021-06-05 15:00:00+07:00,19.02,16.63,28.05,25.98,82.08,498.07
2021-06-05 16:00:00+07:00,22.52,19.4,32,26.58,82.25,509.98
2021-06-05 17:00:00+07:00,18.17,15.53,25.59,25.99,81.72,491.39
2021-06-05 18:00:00+07:00,33.72,33.45,58.07,25.86,81.54,599.48
2021-06-05 19:00:00+07:00,30.49,28.62,48.44,25.9,81.37,549.83
2021-06-05 20:00:00+07:00,48.68,50.55,88.74,26,81,688.45
2021-06-05 21:00:00+07:00,48.17,50.88,88.88,25.8,81,666.82
2021-06-05 22:00:00+07:00,61.52,67.63,118.48,24.89,81.54,857.61
2021-06-05 23:00:00+07:00,207.33,254.42,464.42,24.96,81.19,5622.63
2021-06-06 00:00:00+07:00,136.15,156.87,283.49,24.93,81.36,2009.65
2021-06-06 01:00:00+07:00,126.77,142.45,255.45,24.74,82.28,1719.43
2021-06-06 02:00:00+07:00,114.22,129.38,232.68,24.67,82.63,1474.87
2021-06-06 03:00:00+07:00,92.06,104.87,187.49,24.75,82.24,1198.59
2021-06-06 04:00:00+07:00,100.35,114.29,204.9,24.78,82.08,1254.94
2021-06-06 05:00:00+07:00,104.68,121.77,218.9,24.75,82.27,1351.22
2021-06-06 06:00:00+07:00,128.25,149.88,270.31,24.71,82.43,1874.55
2021-06-06 07:00:00+07:00,156.96,187.09,343.37,24.75,82.25,2742.79
2021-06-06 08:00:00+07:00,145.58,173.23,315.86,24.71,82.45,2365.19
2021-06-06 09:00:00+07:00,126.03,150.09,271.27,24.78,82.08,1933.4
2021-06-06 10:00:00+07:00,112.82,130.71,233.47,24.82,81.88,1549.6
2021-06-06 11:00:00+07:00,119.08,136.49,244.38,24.5,83.06,1668.76
2021-06-06 12:00:00+07:00,78.48,90.39,159.53,23.75,82.85,1027.65
2021-06-06 13:00:00+07:00,58.62,67.57,116.37,24.43,82.31,838.28
2021-06-06 14:00:00+07:00,53.52,57.42,98.75,25.64,81.18,742.1
2021-06-06 15:00:00+07:00,88.6,101.02,178.6,26.73,81.37,1166.18
2021-06-06 16:00:00+07:00,99.43,112.93,200.79,26.88,81.36,1172.46
2021-06-06 17:00:00+07:00,71.33,78.76,135.94,26.58,81.9,912.58
2021-06-06 18:00:00+07:00,71.64,77.18,135.03,25.76,81.91,915.48
2021-06-06 19:00:00+07:00,51.22,54.82,95.16,25.76,81.89,726.81
2021-06-06 20:00:00+07:00,42.83,46.12,79.54,25.89,81.41,675.71
2021-06-06 21:00:00+07:00,48.52,52.56,92.13,25.16,81.39,742.78
2021-06-06 22:00:00+07:00,44.85,49.39,86.36,25,81,673.41
2021-06-06 23:00:00+07:00,49.06,53.85,94.58,24.96,81.18,721.1
2021-06-07 00:00:00+07:00,40.41,43,74.05,25,81,645.76
2021-06-07 01:00:00+07:00,28.78,28.6,48.85,25,81,568.1
2021-06-07 02:00:00+07:00,23,22.94,38.53,24.86,81.71,531.81
2021-06-07 03:00:00+07:00,47.88,54.46,96.49,24.74,82.28,726.22
2021-06-07 04:00:00+07:00,45.62,48.86,84.9,24.89,81.54,653.07
2021-06-07 05:00:00+07:00,44.41,46.24,79.41,24.79,82.07,677.18
2021-06-07 06:00:00+07:00,54.24,58.3,99.82,24.71,82.45,752.89
2021-06-07 07:00:00+07:00,77.81,84.73,146.74,24.78,82.08,937.67
2021-06-07 08:00:00+07:00,64.44,69.56,120.5,24.86,81.71,831.04
2021-06-07 09:00:00+07:00,62.92,66.57,116.1,25.86,81.54,731.43
2021-06-07 10:00:00+07:00,51.64,54.04,92.96,25.76,81.91,653.44
2021-06-07 11:00:00+07:00,43.68,44.11,76.32,26.78,81.18,591.41
2021-06-07 12:00:00+07:00,35.49,35.12,59.35,26.87,81.39,548.63
2021-06-07 13:00:00+07:00,32.64,33.51,57.43,26.88,81.36,544.53
2021-06-07 14:00:00+07:00,25.2,26.24,44.73,25.34,81.91,507.41
2021-06-07 15:00:00+07:00,21.62,22.23,37.54,24.01,82.83,519.01
2021-06-07 16:00:00+07:00,20.83,20.9,35,23.88,81.93,501.52
2021-06-07 17:00:00+07:00,28.49,31.91,53.98,23.83,82.28,544.04
2021-06-07 18:00:00+07:00,21.47,21.54,36.69,23.93,81.54,515.39
2021-06-07 19:00:00+07:00,19.21,17.55,29.11,23.63,81,500.93
2021-06-07 20:00:00+07:00,18.96,18.1,29.82,22.98,81.36,515.88
2021-06-07 21:00:00+07:00,22.97,23.09,39.3,23.87,81.18,535.02
2021-06-07 22:00:00+07:00,26.73,27.58,46.52,23.93,81.55,562.84
2021-06-07 23:00:00+07:00,28.88,29.98,50.57,23.93,81.55,566.87
2021-06-08 00:00:00+07:00,31.17,33.14,57.42,23.98,81.18,570.64
2021-06-08 01:00:00+07:00,32.36,34.45,59.87,23.98,81.18,597.4
2021-06-08 02:00:00+07:00,40.16,44.16,76.43,23.88,81.89,641.3
2021-06-08 03:00:00+07:00,34.47,37.94,66.35,23.83,82.25,635.32
2021-06-08 04:00:00+07:00,17.18,16.35,27.18,23.26,81.18,501.11
2021-06-08 05:00:00+07:00,10.06,8.36,13.36,22.99,81.18,461.86
2021-06-08 06:00:00+07:00,9.9,8.52,12.9,22.99,81.18,455.78
2021-06-08 07:00:00+07:00,13.78,11.94,19.56,22.99,81.18,487.42
2021-06-08 08:00:00+07:00,21.25,21.42,37.58,23.64,81.89,510.2
2021-06-08 09:00:00+07:00,20.28,20.4,35.4,24,82.46,471.47
2021-06-08 10:00:00+07:00,22.62,22,37.04,24.78,82.1,504.59
2021-06-08 11:00:00+07:00,28.75,28.15,47.36,24.78,82.13,536.56
2021-06-08 12:00:00+07:00,22.74,21.85,36.52,25.75,81.37,497.43
2021-06-08 13:00:00+07:00,23.94,22.71,37.18,26.48,81.74,479.25
2021-06-08 14:00:00+07:00,25.56,25.22,42.56,27.63,81.75,489.8
2021-06-08 15:00:00+07:00,27.83,27.61,45.91,27.3,81.36,512.18
2021-06-08 16:00:00+07:00,30.64,31.88,54.8,25.48,81.76,570.61
2021-06-08 17:00:00+07:00,32.11,33.67,56.67,24.31,81.38,526.63
2021-06-08 18:00:00+07:00,31.71,32.29,54,23.79,82.59,558.36
2021-06-08 19:00:00+07:00,32.39,33.61,56.94,23.83,82.27,595.77
2021-06-08 20:00:00+07:00,33.06,34.74,59.9,23.98,81.18,597.94
2021-06-08 21:00:00+07:00,20.72,20.95,35.02,23.83,82.28,514.72
2021-06-08 22:00:00+07:00,14.88,14.03,23.33,23.85,82.1,493.59
2021-06-08 23:00:00+07:00,10.1,9.11,15.02,23.29,81.54,462.65
2021-06-09 00:00:00+07:00,15.34,15.13,25.04,22.98,81.54,492.87
2021-06-09 01:00:00+07:00,21.21,22.91,38.42,23.3,81.54,529.41
2021-06-09 02:00:00+07:00,26.88,29.88,52,23.7,82.25,578.8
2021-06-09 03:00:00+07:00,29.82,33.76,59.59,23.91,81.71,595.06
2021-06-09 04:00:00+07:00,24.32,26.56,45.38,23.31,81.36,550.48
2021-06-09 05:00:00+07:00,19.11,18.9,31.48,22.94,81.9,504.54
2021-06-09 06:00:00+07:00,19.37,18.08,30.56,22.98,81.36,503.9
2021-06-09 07:00:00+07:00,11.56,9.75,15.69,22.96,81.54,474.32
2021-06-09 08:00:00+07:00,14.14,12.5,20.93,22.93,82.25,476.21
2021-06-09 09:00:00+07:00,18.48,17.96,30.26,23.63,81.91,488.39
2021-06-09 10:00:00+07:00,17.14,16.7,27.78,24.11,81.38,482.66
2021-06-09 11:00:00+07:00,16.1,15.9,25.8,24.89,81.56,469.55
2021-06-09 12:00:00+07:00,20.42,19.64,33.22,24.77,82.15,488.65
2021-06-09 13:00:00+07:00,20.68,21.77,36.68,25.33,81.38,480.45
2021-06-09 14:00:00+07:00,21.47,22.53,39.44,25.9,81.39,500.1
2021-06-09 15:00:00+07:00,21.49,22.59,38.66,25.99,81.64,517.11
2021-06-09 16:00:00+07:00,22.13,23.25,40.25,26.62,82.1,474.1
2021-06-09 17:00:00+07:00,26.64,28.82,48.91,26.66,81,527.87
2021-06-09 18:00:00+07:00,36.88,41.37,71.46,25.76,81.89,615.01
2021-06-09 19:00:00+07:00,38.48,45.34,78.11,25.7,81.9,648.01
2021-06-09 20:00:00+07:00,32.22,34.41,59.57,24.82,81.9,593.05
2021-06-09 21:00:00+07:00,23.75,23.63,40.13,24.82,81.88,531.02
2021-06-09 22:00:00+07:00,19.32,18.43,31.22,24.82,81.91,506.09
2021-06-09 23:00:00+07:00,24.84,25.34,43.45,24.69,82.45,551.11
2021-06-10 00:00:00+07:00,25.05,25.83,44.08,24.11,83.22,541.11
2021-06-10 01:00:00+07:00,27.82,28.85,48.88,24,81.91,566.99
2021-06-10 02:00:00+07:00,23.53,23.47,40.47,23.93,81.56,529.75
2021-06-10 03:00:00+07:00,29.59,30.39,52.17,24.14,81.54,555.01
2021-06-10 04:00:00+07:00,21.58,20.98,34.62,24.12,81.93,509.74
2021-06-10 05:00:00+07:00,14.81,13.81,22.88,23.9,81.71,489.82
2021-06-10 06:00:00+07:00,17,16.11,27.7,23.9,81.71,494.87
2021-06-10 07:00:00+07:00,25.09,25.26,43.23,24.01,81.55,543.38
2021-06-10 08:00:00+07:00,28.87,28.55,47.96,24.75,82.27,546.71
2021-06-10 09:00:00+07:00,15.55,13.91,23.09,24.78,82.08,467.2
2021-06-10 10:00:00+07:00,18.26,17.57,29.31,24.84,81.81,488.08
2021-06-10 11:00:00+07:00,23.83,22.32,37.59,24.7,82.5,501.3
2021-06-10 12:00:00+07:00,21,19,31.9,24.7,82.5,509.66
2021-06-10 13:00:00+07:00,22.45,21.77,35.83,25,81,511.99
2021-06-10 14:00:00+07:00,17.43,13.43,22.57,24.84,81.81,453.64
2021-06-10 15:00:00+07:00,11.67,8.5,13.67,25.6,81,469.64
2021-06-10 16:00:00+07:00,13.75,10.25,16.38,25.7,82.14,452.9
2021-06-10 17:00:00+07:00,12.14,9.43,14.43,25.9,81.37,438.35
2021-06-10 18:00:00+07:00,11,8.09,13.34,25.75,81.93,454.37
2021-06-10 19:00:00+07:00,9.42,7.12,11.77,25.6,81.37,452.98
2021-06-10 20:00:00+07:00,16.79,13.63,22.58,24.89,81.56,483.74
2021-06-10 21:00:00+07:00,13.48,11.06,18.55,24.86,81.72,473.42
2021-06-10 22:00:00+07:00,8.45,6.33,10.59,24.83,81.85,458.27
2021-06-10 23:00:00+07:00,6.13,5.15,10.02,24.77,82.15,436.31
2021-06-11 00:00:00+07:00,5.84,4.95,9.94,24.75,82.27,436.39
2021-06-11 01:00:00+07:00,9.66,7.67,12.72,24.79,82.07,455.79
2021-06-11 02:00:00+07:00,5.21,4.98,10,24.54,82.08,441.14
2021-06-11 03:00:00+07:00,14.04,11.69,18.93,23.8,82.5,463.09
2021-06-11 04:00:00+07:00,17.34,15.25,25.28,23.86,82.07,494.12
2021-06-11 05:00:00+07:00,17.28,15.7,26.48,23.9,81.72,502.92
2021-06-11 06:00:00+07:00,22,20.47,35.06,23.93,81.53,522.31
2021-06-11 07:00:00+07:00,21.75,20.48,35.01,23.88,81.89,523.11
2021-06-11 08:00:00+07:00,23.68,22.64,37.85,24.48,81.73,508.98
2021-06-11 09:00:00+07:00,23.92,21.46,36,24.85,81.74,520.26
2021-06-11 10:00:00+07:00,21.65,19.97,33.24,24.81,81.94,486.59
