,PM1.0,PM2.5,PM10,Temperature,Humidity,CO
2021-02-12 16:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-12 17:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-12 18:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-12 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-12 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-12 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-12 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-12 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 08:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 09:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 10:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 11:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 12:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 13:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 14:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 15:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 16:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 17:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 18:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-13 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 08:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 09:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 10:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 11:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 12:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 13:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 14:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 15:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 16:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 17:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 18:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-14 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 08:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 09:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 10:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 11:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 12:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 13:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 14:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 15:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 16:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 17:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 18:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-15 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 08:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 09:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 10:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 11:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 12:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 13:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 14:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 15:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 16:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 17:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 18:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-16 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-17 08:00:00+07:00,25.5,25.5,44.5,19.13,81.65,547.57
2021-02-17 09:00:00+07:00,27.97,27.33,46.25,19.18,81.89,555.38
2021-02-17 10:00:00+07:00,26.05,25.32,43.1,19.04,81.18,543.73
2021-02-17 11:00:00+07:00,18.84,16.97,28.79,19,81,496.45
2021-02-17 12:00:00+07:00,13.13,10.92,17.84,19.82,81.37,474.05
2021-02-17 13:00:00+07:00,28.69,30.69,52.25,20.17,82.27,563.73
2021-02-17 14:00:00+07:00,28.72,29.88,52.02,20,81,564.68
2021-02-17 15:00:00+07:00,25.1,25.56,44.11,20.1,81.72,537.34
2021-02-17 16:00:00+07:00,31.67,32.73,55.73,19.65,81.18,592.43
2021-02-17 17:00:00+07:00,38.4,41.6,73.73,19,81,626.43
2021-02-17 18:00:00+07:00,44.59,48.59,87.71,19.04,81.18,692.29
2021-02-17 19:00:00+07:00,43.29,48.96,86.46,19.04,81.18,691.92
2021-02-17 20:00:00+07:00,39.41,43.49,76.37,19.07,81.36,639.93
2021-02-17 21:00:00+07:00,36.88,40.49,71.05,19.18,81.91,604.79
2021-02-17 22:00:00+07:00,32.38,34.75,61,19.04,81.18,598.29
2021-02-17 23:00:00+07:00,29.56,31.89,55.97,19.11,81.54,571.66
2021-02-18 00:00:00+07:00,29.35,30.13,52,19.07,81.36,562.05
2021-02-18 01:00:00+07:00,30.12,32.29,56.18,19.04,81.18,586.89
2021-02-18 02:00:00+07:00,30.12,32.88,56.88,19.04,81.18,597.36
2021-02-18 03:00:00+07:00,29.79,31.15,54.71,19.04,81.18,580.67
2021-02-18 04:00:00+07:00,31.71,34.47,59.94,19.14,81.71,599.31
2021-02-18 05:00:00+07:00,32.27,34.57,60.7,19.07,81.36,589.29
2021-02-18 06:00:00+07:00,32.79,34.9,61.65,19.18,81.89,592.06
2021-02-18 07:00:00+07:00,33.03,34.93,60.58,19.18,81.89,601.86
2021-02-18 08:00:00+07:00,35.79,38.28,66.91,19.11,81.54,623.25
2021-02-18 09:00:00+07:00,46.19,50.5,88.38,19.11,81.54,697.49
2021-02-18 10:00:00+07:00,47.53,52.06,92.06,19.04,81.18,715.19
2021-02-18 11:00:00+07:00,48.67,52.7,91.51,19.77,81.36,705.24
2021-02-18 12:00:00+07:00,47.97,50.98,89.98,20.12,81.91,681.6
2021-02-18 13:00:00+07:00,54.46,59.75,105.71,20.76,82.63,754.4
2021-02-18 14:00:00+07:00,58.27,65.39,117.19,20.63,82.67,805.28
2021-02-18 15:00:00+07:00,55.24,61.15,109.88,20.42,82.3,795.6
2021-02-18 16:00:00+07:00,63.9,71.46,126.78,21.05,81.9,886.63
2021-02-18 17:00:00+07:00,63.42,72.14,129.16,20.37,81.93,819.05
2021-02-18 18:00:00+07:00,73.72,84.38,151.44,20.1,81.71,996
2021-02-18 19:00:00+07:00,81.07,92.87,165.8,20.05,81.36,1004.87
2021-02-18 20:00:00+07:00,84.07,95.87,171.6,20.17,82.28,1048.09
2021-02-18 21:00:00+07:00,86.21,98.33,174.81,20.08,81.58,904.52
2021-02-18 22:00:00+07:00,89.17,102.28,184.66,20,81,1047.6
2021-02-18 23:00:00+07:00,94.9,110.74,199.55,20.07,81.56,1256.1
2021-02-19 00:00:00+07:00,90,104.4,189.13,20.02,81.18,1114.02
2021-02-19 01:00:00+07:00,81.82,93.29,164.88,20.09,81.71,1068.91
2021-02-19 02:00:00+07:00,81.76,93.99,170.13,19.4,81.54,1083.77
2021-02-19 03:00:00+07:00,81.46,93.68,170.41,19.07,81.36,1003.6
2021-02-19 04:00:00+07:00,79.72,92.7,168,19.11,81.54,1068.8
2021-02-19 05:00:00+07:00,79.95,90.84,161.46,19,81,1007.23
2021-02-19 06:00:00+07:00,59.35,68.47,121.12,19.11,81.54,851.08
2021-02-19 07:00:00+07:00,50.47,56.8,100.13,19,81,711.58
2021-02-19 08:00:00+07:00,54.81,62,109.88,19.35,81.35,768.18
2021-02-19 09:00:00+07:00,44.81,51.19,89.74,20.1,81.72,655.19
2021-02-19 10:00:00+07:00,42.53,47.5,83,20.07,81.53,666.61
2021-02-19 11:00:00+07:00,46.02,51.71,90.34,20.33,82.43,673.83
2021-02-19 12:00:00+07:00,45.24,50.1,87.94,21.06,81.89,695.71
2021-02-19 13:00:00+07:00,50.75,59.5,105.81,21.02,81.36,756.85
2021-02-19 14:00:00+07:00,52.77,62.05,109.9,21.12,82.85,754.58
2021-02-19 15:00:00+07:00,52.03,62.66,110.31,21.07,82.07,787.73
2021-02-19 16:00:00+07:00,54.43,64.24,116.6,21.11,82.61,807.32
2021-02-19 17:00:00+07:00,55.94,66.59,117.82,21.08,82.25,835.23
2021-02-19 18:00:00+07:00,51.82,60.58,106.36,20.14,81.71,775.44
2021-02-19 19:00:00+07:00,52.71,61.53,110.71,20.02,81.18,790.14
2021-02-19 20:00:00+07:00,50.38,56.25,99.66,20.05,81.37,750.99
2021-02-19 21:00:00+07:00,55.19,63.24,112.1,20.07,81.55,800.49
2021-02-19 22:00:00+07:00,89.67,108.4,197.51,19.08,81.18,1292.54
2021-02-19 23:00:00+07:00,108.35,132.94,242.58,19.07,81.36,1546.42
2021-02-20 00:00:00+07:00,67.32,79.48,144,19.14,81.71,912.2
2021-02-20 01:00:00+07:00,56.08,64.16,115.31,19.04,81.18,780.77
2021-02-20 02:00:00+07:00,51.19,59.38,105.5,19.19,82.61,758.15
2021-02-20 03:00:00+07:00,50.51,60.97,110.15,18.25,81.89,782.02
2021-02-20 04:00:00+07:00,49.65,59.38,107.76,18.14,81.53,772.13
2021-02-20 05:00:00+07:00,48.99,57.24,101.78,18.19,81.71,753.74
2021-02-20 06:00:00+07:00,51.88,61.31,109.31,18.34,82.27,771.28
2021-02-20 07:00:00+07:00,80.71,96.94,176.81,18.19,81.71,1121.26
2021-02-20 08:00:00+07:00,92.3,109.42,198.97,18.19,81.71,1282.73
2021-02-20 09:00:00+07:00,69.33,85.17,156.17,18.88,81.54,964.76
2021-02-20 10:00:00+07:00,66.82,83.59,151.29,19.25,81.36,993.12
2021-02-20 11:00:00+07:00,64.87,78.71,142.03,20,81,934.95
2021-02-20 12:00:00+07:00,45.94,51.94,95.24,20.93,81.35,720.65
2021-02-20 13:00:00+07:00,37.62,43.37,76.66,21.52,82.28,647.54
2021-02-20 14:00:00+07:00,36.49,40.71,70.94,22,81.72,627.92
2021-02-20 15:00:00+07:00,30.82,33.35,57.06,22.69,81,588.35
2021-02-20 16:00:00+07:00,34.38,36.4,63.98,22.16,81.18,604.67
2021-02-20 17:00:00+07:00,40.09,45.9,80.36,21.99,81.71,667.2
2021-02-20 18:00:00+07:00,52.06,58.56,103.5,21.13,82.07,751.73
2021-02-20 19:00:00+07:00,64.81,75,133.03,21.06,81.9,861.12
2021-02-20 20:00:00+07:00,45.97,51.69,92.06,21.1,82.48,713.07
2021-02-20 21:00:00+07:00,47.86,54.34,94.21,20.48,81.36,685.49
2021-02-20 22:00:00+07:00,50.98,58,103.57,20.02,81.19,749.69
2021-02-20 23:00:00+07:00,51.68,59.52,104.6,20.07,81.54,744.83
2021-02-21 00:00:00+07:00,52.52,60.39,108.5,19.83,81.36,772.57
2021-02-21 01:00:00+07:00,47.9,55.3,98.17,19.04,81.18,725.96
2021-02-21 02:00:00+07:00,47,53.94,94.31,19.11,81.53,708.54
2021-02-21 03:00:00+07:00,46.12,54.27,97.12,19.11,81.54,727.58
2021-02-21 04:00:00+07:00,49.61,56.55,99.45,19.14,81.72,722.14
2021-02-21 05:00:00+07:00,50.65,58.71,103.65,19.21,82.07,772.46
2021-02-21 06:00:00+07:00,43.84,50.97,91.7,19.14,81.89,708.26
2021-02-21 07:00:00+07:00,41.14,47.35,85.45,19.04,81.18,681.99
2021-02-21 08:00:00+07:00,40.24,47.34,84.54,19.18,81.9,690.82
2021-02-21 09:00:00+07:00,42.19,47.25,84.88,19.53,81.53,670.04
2021-02-21 10:00:00+07:00,44.77,50.59,90.5,20.2,81.71,690.58
2021-02-21 11:00:00+07:00,51.6,61,109.58,21.1,82.43,780.05
2021-02-21 12:00:00+07:00,44.52,49.76,87.94,21.86,81.54,686.46
2021-02-21 13:00:00+07:00,35.52,39.52,68.87,22.6,81.18,611.48
2021-02-21 14:00:00+07:00,35.53,39.65,68.82,23,81,635.27
2021-02-21 15:00:00+07:00,31.94,34.82,61.71,23.65,81,600.12
2021-02-21 16:00:00+07:00,35.59,38.06,67.35,22.95,81.71,620.38
2021-02-21 17:00:00+07:00,60.24,76.63,143.11,22.4,81.18,1536.83
2021-02-21 18:00:00+07:00,32.68,35.68,62.63,21.58,82.43,595.56
2021-02-21 19:00:00+07:00,30.94,32.85,57.48,21.06,81.9,587.58
2021-02-21 20:00:00+07:00,27.53,29.78,52.44,20.31,81.18,581.55
2021-02-21 21:00:00+07:00,27.15,29.52,51.09,20.1,81.72,568.87
2021-02-21 22:00:00+07:00,28.18,30.91,54.85,20.12,81.9,577.87
2021-02-21 23:00:00+07:00,28.81,33.4,60.09,20.02,81.18,603.45
2021-02-22 00:00:00+07:00,27,30.47,53.41,20.09,81.71,577.88
2021-02-22 01:00:00+07:00,25.45,28.3,49.48,20.07,81.54,563.93
2021-02-22 02:00:00+07:00,23.78,26.03,45.8,20.07,81.55,548
2021-02-22 03:00:00+07:00,24.87,27.88,49.07,20.07,81.54,562.06
2021-02-22 04:00:00+07:00,22.82,26.65,46.53,20.12,81.89,562.94
2021-02-22 05:00:00+07:00,24.44,27.81,48.25,20.09,81.71,554.71
2021-02-22 06:00:00+07:00,29.88,34.23,59.83,20.14,82.06,591.05
2021-02-22 07:00:00+07:00,34.55,41.55,73.76,20.1,81.72,644.8
2021-02-22 08:00:00+07:00,40.15,46.51,82.64,20.07,81.54,681.89
2021-02-22 09:00:00+07:00,49.52,61.09,109.94,20.12,81.88,765.87
2021-02-22 10:00:00+07:00,47.08,61.18,109.94,20.99,82.08,705.86
2021-02-22 11:00:00+07:00,49.64,64.91,116.73,21.07,82.06,677.28
2021-02-22 12:00:00+07:00,52.52,70.24,128.4,21.16,82.08,750.13
2021-02-22 13:00:00+07:00,52.24,68.64,126.41,22,81.36,795.75
2021-02-22 14:00:00+07:00,50.06,64.5,114.89,22,81.58,765.43
2021-02-22 15:00:00+07:00,44.2,56.4,99.1,22,81.19,623.99
2021-02-22 16:00:00+07:00,44.43,55.86,99.93,22,82.07,688.42
2021-02-22 17:00:00+07:00,35.08,38.75,67.08,21.73,81.54,576.25
2021-02-22 18:00:00+07:00,28.8,30.37,54.35,21.05,81.71,561.48
2021-02-22 19:00:00+07:00,29.63,31.06,54.03,21.1,82.43,578.27
2021-02-22 20:00:00+07:00,24.97,25.4,42.89,21.05,81.77,570.96
2021-02-22 21:00:00+07:00,23.85,25.05,43.07,21.06,81.97,551.57
2021-02-22 22:00:00+07:00,26.69,27.19,46.63,21.08,82.27,564.08
2021-02-22 23:00:00+07:00,26.54,28.66,49.43,20.7,81.55,578.18
2021-02-23 00:00:00+07:00,27.74,30.64,53.23,20.12,81.9,573.8
2021-02-23 01:00:00+07:00,24.4,26.78,46.55,20.1,81.71,555
2021-02-23 02:00:00+07:00,23,24.88,43.71,20.21,82.59,547.11
2021-02-23 03:00:00+07:00,26,28.47,50.13,20.05,81.35,550.33
2021-02-23 04:00:00+07:00,27.27,31.93,55.51,20.05,81.36,583.15
2021-02-23 05:00:00+07:00,27.6,32.78,57.19,20.1,81.71,578.19
2021-02-23 06:00:00+07:00,29.18,34.25,58.6,20.05,81.36,565.52
2021-02-23 07:00:00+07:00,29.98,36.07,64.66,20.07,81.54,590.33
2021-02-23 08:00:00+07:00,31.29,38.29,67.82,20.1,81.71,635.79
2021-02-23 09:00:00+07:00,34.65,43.36,78.4,20.32,82.07,618.87
2021-02-23 10:00:00+07:00,40.96,53.84,98.29,21.07,82.08,678.46
2021-02-23 11:00:00+07:00,39.44,48.7,86.78,21.14,82.63,640.35
2021-02-23 12:00:00+07:00,36,41.39,74.26,21.99,81.54,574.89
2021-02-23 13:00:00+07:00,36.47,42.47,75,22,81,630.2
2021-02-23 14:00:00+07:00,39.75,46.57,80.71,22,81.72,620.76
2021-02-23 15:00:00+07:00,42.37,49.63,86.63,22,81.36,693.86
2021-02-23 16:00:00+07:00,49.64,58.82,103.13,22,81.89,702.92
2021-02-23 17:00:00+07:00,51.3,60.02,108.51,22,81.36,764.96
2021-02-23 18:00:00+07:00,60.46,72,128.64,22,81.59,728.06
2021-02-23 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-23 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-23 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-23 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-23 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 08:00:00+07:00,35,43.67,76.5,20.16,82.18,619.74
2021-02-24 09:00:00+07:00,35.07,43.36,76.43,20.81,81.35,616.45
2021-02-24 10:00:00+07:00,36,43.33,77.11,21.09,82.3,556.88
2021-02-24 11:00:00+07:00,32.75,40,70,21.55,82.1,536.6
2021-02-24 12:00:00+07:00,29.37,34.04,58.49,22,81.18,559.58
2021-02-24 13:00:00+07:00,27.42,31.31,54.62,22,82.25,550.33
2021-02-24 14:00:00+07:00,25.74,27.78,48.26,22,81.38,536.83
2021-02-24 15:00:00+07:00,21.06,20.66,35.3,22.55,81.18,495.78
2021-02-24 16:00:00+07:00,20.89,20.78,35.33,22.36,81,486.85
2021-02-24 17:00:00+07:00,22.11,20.81,35.36,22,81.19,507.51
2021-02-24 18:00:00+07:00,23.87,23.4,39.08,21.43,82.45,526.57
2021-02-24 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-24 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 08:00:00+07:00,28.33,32.54,55.69,21.11,82.64,566.31
2021-02-25 09:00:00+07:00,26.42,29.79,51.16,21.12,82.83,569.72
2021-02-25 10:00:00+07:00,29.06,32.46,56.05,21.06,81.89,579.75
2021-02-25 11:00:00+07:00,31.07,35.93,63.57,21.55,81.53,579.31
2021-02-25 12:00:00+07:00,31.07,38.14,67.57,22,81.18,587.95
2021-02-25 13:00:00+07:00,34.53,41.8,75,22.28,81.19,563.67
2021-02-25 14:00:00+07:00,34.67,41.98,73.91,22.99,81.18,600.96
2021-02-25 15:00:00+07:00,39.14,48.21,84,22.95,81.71,646.05
2021-02-25 16:00:00+07:00,40.21,48.55,85.91,22.48,81.18,558.87
2021-02-25 17:00:00+07:00,30.29,32.16,54.8,22,81.54,564.11
2021-02-25 18:00:00+07:00,29,27,48,22,82.36,451.45
2021-02-25 19:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 20:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 21:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 22:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-25 23:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 00:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 01:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 02:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 03:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 04:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 05:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 06:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 07:00:00+07:00,N/A,N/A,N/A,N/A,N/A,N/A
2021-02-26 08:00:00+07:00,25.36,25.8,44.04,21.07,82.05,555.4
2021-02-26 09:00:00+07:00,20.89,20.79,35.03,21.07,81.72,482.87
2021-02-26 10:00:00+07:00,22.89,22.54,37.68,21.78,82.04,491.5
2021-02-26 11:00:00+07:00,28.13,28.82,49.87,22,81.38,527.31
2021-02-26 12:00:00+07:00,31.09,32.2,55.71,22,81.37,562.67
2021-02-26 13:00:00+07:00,33.25,37.67,66.94,22.9,81.71,572.14
2021-02-26 14:00:00+07:00,32.92,37.94,66.57,22.96,81.55,568.15
2021-02-26 15:00:00+07:00,40.27,46.18,82.22,22.99,81.19,636.09
2021-02-26 16:00:00+07:00,35.53,38,65.09,22.96,81.58,576.32
2021-02-26 17:00:00+07:00,38.51,42.41,73.51,22.94,81.94,563.34
2021-02-26 18:00:00+07:00,77.31,101.31,190.15,22.29,81.36,1587.64
2021-02-26 19:00:00+07:00,41.49,49.17,86.58,22,81.18,660.43
2021-02-26 20:00:00+07:00,38.16,46.78,83.84,22,81.58,685.67
2021-02-26 21:00:00+07:00,29.72,33.95,60.41,22,81.21,624.45
2021-02-26 22:00:00+07:00,26.71,29.58,53.23,22,81.73,567.98
2021-02-26 23:00:00+07:00,24.15,28,47.82,21.8,81.36,559
